Zone,Quest,AP,Type,Sample,Bronze Material,,,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Avalon le Fae,Londinium,21,Free,25154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6,,,,119.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1,,,,211.0,,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Avalon le Fae,Manchester,21,Free,5305,,,,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.4,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4,,,,203.7,84.5,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Avalon le Fae,Edinburgh,22,Free,1476,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Avalon le Fae,New Darlington,22,Free,2688,,,,,,,,,,48.4,,,,,,,,,,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.3,,,92.7,,,,,,,,,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Avalon le Fae,Lake District,21,Free,2204,,,,51.5,,,,,,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.4,372.4,400.8,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1,877.4,638.1,802.2,92.1,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Coast of the End,21,Free,2048,44.6,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1,,,,,,,,,426.2,462.5,386.8,464.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.5,726.5,832.8,894.5,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Orkney,21,Free,8419,,,,,,,,,,48.2,,,,,,,,,,,,,,,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4,,469.8,452.0,450.8,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9,,802.6,782.5,825.0,845.8,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Oxford,22,Free,412509,,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1,,,,,,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,87.9,,,,,,,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Avalon le Fae,Dover House,22,Free,5777,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,,,,,,,,,78.9,,,,,,,,,,,,,,,,,,,,,,,44.4,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,,,,209.4,,,,,,,,,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Traum,Valley District,21,Free,126833,,,,,,,,,,,46.7,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,105.9,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Traum,Dawn Prairie,21,Free,1020,,,,,,,,,,,,62.1,,,,,,,,,,,,,,,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4,,,,122.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8,,,,140.5,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Traum,Middle-Forest,21,Free,2939,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.9,,127.0,,117.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.2,,143.4,,212.8,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Traum,Twilight Forest,21,Free,8610,,,,,,,,,,,,47.3,,,,,,,,,,,,,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.4,,,,,125.6,126.8,,,,,,,,,,,,,,,,,,,,,,,,,,136.5,,,,,137.0,140.4,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Traum,Steep Mt. Range,21,Free,2102,,,,,,,,,,,,,,,,,,,,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,,,,62.4,,,,,,214.7,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,,,,,,209.7,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Traum,Via Regia Dom Base,21,Free,5442,,,,,,,,,,,47.1,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.6,,,,,186.1,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,221.4,,,,,229.6,82.9,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Traum,Xanten Tower,21,Free,17113,,,,,,,,,,,74.9,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,,,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,,,82.3,,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Traum,Fort Azagouc,21,Free,2573,,,,66.6,,,,,,,,,,,,,,,,,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.1,,,,,,,,,72.9,,,,,,,,,,,,,,,,,,450.3,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,384.0,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Traum,Lake Shore Prairie,21,Free,1590,,,,,,,,,,,48.4,,,,,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7,,,,,,187.6,,184.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,,241.8,,,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Traum,Sirmium,21,Free,12921,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,103.9,,,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Traum,Restor. Dom Base,21,Free,2775,,,,50.5,,,,,,,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4,,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.3,,54.9,,,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Traum,Gatefront Prairie,21,Free,5518,,,,,,,,,,,,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.1,,,,,,,,,,,,,,,,,,122.8,,,,123.8,382.4,,,,,,,440.6,,,,,,,,,,,,,,,,,,,,135.6,,,,139.8,397.7,,,,,,,378.4,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Traum,Vengeance Dom Base,22,Free,2125,,,,52.4,,,,,,,,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.4,,,,182.6,,195.6,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,205.9,,71.6,,,,,,,,,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Traum,Reichenbach,22,Free,47650,,,,,,,,,,,36.0,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1,112.5,,,,,,,,,,,,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Traum,Wastelands ot End,22,Free,1599,,,,,,,,,,,,,,,,,,,,,,,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.7,,,,,,,,,,49.2,,,,,,,,130.8,,,,,,,481.9,,,,,,,,,,,,,,,,,,,,,,,,,164.3,,,,,,,408.5,,,,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Traum,Fort Jovinus,22,Free,4572,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.3,95.4,,,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.0,118.3,,,122.8,,,,,,,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Nahui Mictlan,Chicomoztoc,21,Free,4084,,,,,,,,,,,,,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,94.6,,,,,,,,,,,,,,,,,,,,60.1,,,,,,,,,,,,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.5,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Nahui Mictlan,Sage's Refuge,21,Free,1215,,,,,,,,,,,,,,,,,,,,89.2,,,,,,,,,,,,,,,,,71.5,,,,,,,,,,,,,,,,,,,,,,,,,59.6,,,,,,,,120.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.8,,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Nahui Mictlan,Maize Field,21,Free,1456,,,,,,,,,,,,,,,,,,,66.6,,,,,,,,,,,,,,,,,,75.3,,,,,,,,,,,,,,,,,,,,,,,,131.8,,,,,,,,75.3,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,133.9,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Nahui Mictlan,Tlatlauqui,21,Free,1131,,,,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.3,,,,,,,,351.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.6,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Nahui Mictlan,Great Plains,21,Free,121968,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,75.2,,,,,,,,,,,,,,,,,,,,,,60.5,,,,,,,,,,,,,122.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.8,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Nahui Mictlan,Chichen Itza,21,Free,1626,,,,50.3,,,,,,,,,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.4,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Nahui Mictlan,Crash Point,21,Free,11908,,,,,,,,,,,,,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.6,119.5,,,,,,,,,,,,,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.9,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Nahui Mictlan,Iztauhqui,21,Free,2160,,60.5,,68.9,,,,,,,,,,,,,,98.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.7,,,,,,,,119.4,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,,,,,,231.4,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Nahui Mictlan,Mexico City,21,Free,12524,,,,68.3,,,,,,,,,63.8,,,,,,,,,,,,,,,,,,,,,,,,90.8,,,,,,,,,,,,,,,,,,,,,,90.6,,,,,,,,,,,,,,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Nahui Mictlan,Yayauhqui,22,Free,1481,,47.4,,,,,,,,,,,,,,,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9,88.8,,,,,,,,,,,397.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.4,,,,,,,,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Nahui Mictlan,Calakmul,22,Free,1473,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3,,,,,,458.9,,,,,,,,,,,,,,,,,,,,,,,,,,199.1,,,,,,464.1,,,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Nahui Mictlan,Khan Ruins,21,Free,3224,,,,,,,,46.8,,,,,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4,,,,,,,,186.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.3,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Nahui Mictlan,Xoxoauhqui,21,Free,1215,,,,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.3,178.4,,,,,,,,,,,,,,,,,,,,,,,,,683.9,,,,455.6,,,,,,,,,,,,,,,,,,,,,100.8,,,,,,,393.3,,,,504.5,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Nahui Mictlan,Metztitlan,21,Free,1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,,,,,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,114.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.7,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Nahui Mictlan,Burnt Sorghum Field,21,Free,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.9,,68.1,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Nahui Mictlan,Tikal National Park,22,Free,2868,,52.8,,,,,,,,,,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,133.4,,,,,,,,,,,,,202.2,,,,,,455.6,,,,,,,,,,,,,,,,,,,,,,,,,,224.2,,,,,,467.0,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Bleached Earth,Russia,40,Bleach,3192,,,,,,,,,93.1,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,East Europe,40,Bleach,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,Europe,40,Bleach,591,,,,,,,,,,,,,,,,,,,,166.5,,,,,,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,West America,40,Bleach,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,Oceania,40,Bleach,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,65.2,68.4,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Paper Moon,Repair Depart. Suburbs,21,Free,96288,,,,,,,,,,,,,,47.4,,,,,,,,,,,,,,,,,,,,,,,,73.4,,,,,,,,,,,,,,,,,,,,,,,,73.7,,,,,,,,,,,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.7,,,,,,,,,36.43,983.4,489.0,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.10,41.86,38.24,43.71,44.24,43.00,46.10,45.52,45.52,47.33,47.90,46.63,47.90,49.71,49.71,
Paper Moon,Repair Depart. HQ,21,Free,1459,,,,67.9,,,,,,,,,,64.4,,,,,,,,,,,,,,,,,,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7,,,,,,,,,36.43,983.4,489.0,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.10,41.86,38.24,43.71,44.24,43.00,46.10,45.52,45.52,47.33,47.90,46.63,47.90,49.71,49.71,
Paper Moon,Defend Depart. HQ,21,Free,3492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,,,,,,,,,,,,,,,,,,,,,,,,113.7,,,,,,,,201.8,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.3,102.7,,,,,,,,,,,36.43,983.4,489.0,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.10,41.86,38.24,43.71,44.24,43.00,46.10,45.52,45.52,47.33,47.90,46.63,47.90,49.71,49.71,
Paper Moon,Grow Depart. Farmland,21,Free,2275,,,,51.1,,,,,,,,,,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,129.2,,,,,,,,,37.38,"1,041.3",501.4,39.76,42.14,38.10,41.10,44.86,43.48,45.86,47.24,42.95,39.24,44.86,45.33,44.00,47.24,46.71,46.71,48.57,49.10,47.73,49.10,50.95,50.95,
Paper Moon,Defend Depart. Plaza,21,Free,1199,,,,,,,,,,,,,,50.3,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,,,,,,,,,,,,,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,,,,,,,,,37.38,"1,041.3",501.4,39.76,42.14,38.10,41.10,44.86,43.48,45.86,47.24,42.95,39.24,44.86,45.33,44.00,47.24,46.71,46.71,48.57,49.10,47.73,49.10,50.95,50.95,
