Zone,Quest,AP,Type,Sample,Bronze Material,,,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,,,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Avalon le Fae,Camelot,21,Free,4198,,,,67.1,,,,,,,,,,,,,,,,,,,,,88.9,,,,,,,,,,,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.8,,202.9,,107.0,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Avalon le Fae,Londinium,21,Free,28582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,,,,119.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,211.7,,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Avalon le Fae,Manchester,21,Free,6005,,,,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.4,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,103.6,,,,204.2,85.2,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Avalon le Fae,Edinburgh,22,Free,1576,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7,,,,,,,,,,,,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Avalon le Fae,New Darlington,22,Free,4483,,,,,,,,,,48.6,,,,,,,,,,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.3,,,91.5,,,,,,,,,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Avalon le Fae,Lake District,21,Free,2719,,,,52.2,,,,,,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.3,387.3,419.3,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1,877.4,638.1,802.2,92.1,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Coast of the End,21,Free,2048,44.6,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1,,,,,,,,,426.2,462.5,386.8,464.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.5,726.5,832.8,894.5,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Orkney,21,Free,8419,,,,,,,,,,48.2,,,,,,,,,,,,,,,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4,,469.8,452.0,450.8,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9,,802.6,782.5,825.0,845.8,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Oxford,22,Free,449308,,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,,,,,,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,109.8,,,,,,87.9,,,,,,,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Avalon le Fae,Dover House,22,Free,5777,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,,,,,,,,,78.9,,,,,,,,,,,,,,,,,,,,,,,,,44.4,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,,,,209.4,,,,,,,,,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Traum,Interstice Town,21,Free,129753,,,,,,,,,,,46.7,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,105.9,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Traum,Dawn Plains,21,Free,1843,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9,,,,123.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5,,,,140.1,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Traum,Middle Woods,21,Free,4139,,,,,,,,,,,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.8,,123.6,,115.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.9,,145.3,,215.0,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Traum,Twilight Forest,21,Free,8610,,,,,,,,,,,,47.3,,,,,,,,,,,,,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.4,,,,,125.6,126.8,,,,,,,,,,,,,,,,,,,,,,,,,,136.5,,,,,137.0,140.4,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Traum,Defensive Mountains,21,Free,2302,,,,,,,,,,,,,,,,,,,,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.8,,,,,,,,,,,,,,,,,,,,,62.2,,,,,,217.2,,,,,,,,,,,,,,,,,,,,,,,,,,68.9,,,,,,202.1,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Traum,Righteous R. Base,21,Free,6142,,,,,,,,,,,47.5,,,,,,,,,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.4,,,,,188.0,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,216.4,,,,,228.3,84.1,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Traum,Tower of Xanten,21,Free,17914,,,,,,,,,,,75.1,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,,,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,,,82.6,,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Traum,Fort Azagouc,21,Free,2573,,,,66.6,,,,,,,,,,,,,,,,,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.1,,,,,,,,,,72.9,,,,,,,,,,,,,,,,,,450.3,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,384.0,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Traum,Lakeside Plain,21,Free,1590,,,,,,,,,,,48.4,,,,,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7,,,,,,187.6,,184.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,,241.8,,,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Traum,Sirmium,21,Free,16573,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6,,,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4,,,106.3,,,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Traum,Reinstatement R. Base,21,Free,2775,,,,50.5,,,,,,,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4,,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.3,,54.9,,,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Traum,Gatefront Plains,21,Free,7156,,,,,,,,,,,,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.5,,,,,,,,,,,,,,,,,,,122.6,,,,123.7,382.4,,,,,,,454.0,,,,,,,,,,,,,,,,,,,,133.8,,,,137.0,421.2,,,,,,,390.4,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Traum,Revenge R. Base,22,Free,2375,,,,52.4,,,,,,,,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.1,,,,182.1,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,,,,205.9,,69.8,,,,,,,,,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Traum,Reichenbach,22,Free,50258,,,,,,,,,,,36.0,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.6,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,112.8,,,,,,,,,,,,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Traum,Distant Wilds,22,Free,1599,,,,,,,,,,,,,,,,,,,,,,,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.7,,,,,,,,,,,49.2,,,,,,,,130.8,,,,,,,481.9,,,,,,,,,,,,,,,,,,,,,,,,,164.3,,,,,,,408.5,,,,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Traum,Fort Jovianus,22,Free,6767,,,,,,,,,,,,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.9,96.0,,,99.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.4,116.3,,,120.7,,,,,,,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Nahui Mictlan,Chicomoztoc,21,Free,5382,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,117.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.9,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Nahui Mictlan,Sage's Refuge,21,Free,1817,,,,,,,,,,,,,,,,,,,,87.9,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4,,,,,,,,112.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.1,,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Nahui Mictlan,Maize Field,21,Free,1556,,,,,,,,,,,,,,,,,,,67.5,,,,,,,,,,,,,,,,,,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,130.2,,,,,,,,75.8,,,,120.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.1,,,,132.7,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Nahui Mictlan,Tlatlauqui,21,Free,3051,,,,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,356.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.6,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Nahui Mictlan,Great Plains,21,Free,134936,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,75.3,,,,,,,,,,,,,,,,,,,,,,,,60.5,,,,,,,,,,,,,122.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.4,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Nahui Mictlan,Chichen Itza,21,Free,1889,,,,51.1,,,,,,,,,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.7,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Nahui Mictlan,Crash Point,21,Free,16671,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,120.4,,,,,,,,,,,,,124.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Nahui Mictlan,Iztauhqui,21,Free,2232,,60.4,,68.1,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.6,,,,,,,,119.9,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,,,,,,231.4,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Nahui Mictlan,Mexico City,21,Free,12804,,,,68.1,,,,,,,,,63.9,,,,,,,,,,,,,,,,,,,,,,,,90.4,,,,,,,,,,,,,,,,,,,,,,,,90.8,,,,,,,,,,,,,,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Nahui Mictlan,Yayauhqui,22,Free,1547,,47.4,,,,,,,,,,,,,,,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8,88.6,,,,,,,,,,,405.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.2,,,,,,,,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Nahui Mictlan,Calakmul,22,Free,1617,,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,,,,,,464.3,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,,,,,,464.9,,,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Nahui Mictlan,Khan Ruins,21,Free,3834,,,,,,,,46.8,,,,,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,,,,,,,,186.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.5,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Nahui Mictlan,Xoxoauhqui,21,Free,2333,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.9,184.9,,,,,,,,,,,,,,,,,,,,,,,,,,631.4,,,,444.3,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,401.3,,,,513.7,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Nahui Mictlan,Metztitlan,21,Free,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.9,,,,,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6,,,,,,,,115.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.7,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Nahui Mictlan,Burnt Sorghum Field,21,Free,3482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.8,,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.9,,66.9,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Nahui Mictlan,Tikal National Park,22,Free,2868,,52.8,,,,,,,,,,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,133.4,,,,,,,,,,,,,202.2,,,,,,455.6,,,,,,,,,,,,,,,,,,,,,,,,,,224.2,,,,,,467.0,,,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Bleached Earth,Russia,40,Bleach,14827,,,,,,,,,92.7,,,,,,,,,,,,,,,,,,,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,East Europe,40,Bleach,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,Hawaii: Holidays,40,Bleach,3202,,,,,,,,,,,,,,,,,,,,164.1,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,Hawai: Doujin Market,40,Bleach,164,100.9,,,,,,,,,,,,,,,,,,,,,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,West United States,40,Bleach,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,North Oceania,40,Bleach,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,63.8,60.1,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,Scandinavia,40,Bleach,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.1,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,Caribbean Sea,40,Bleach,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
Bleached Earth,East Asia,40,Bleach,5146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,,,,,,,,,,,,,,,,,,,,,,182.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.90,"2,749.7","6,768.0",67.15,68.40,67.20,72.48,79.08,73.73,74.98,80.33,75.78,69.18,79.08,77.03,71.68,80.33,82.38,82.38,85.65,83.63,78.27,83.63,86.90,86.90,
