Zone,Quest,AP,Sample,Bronze Material,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,Quest,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,Quest,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Quest,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Olympus,Grand Alter,21,2211,,,,68.0,,,,,,,,,,,,,103.2,,,,,,,,,,,,,,,110.8,,,,,,,,,,,,,,,,,,,,,,Grand Alter,,,,,,,,,,,,,122.2,67.7,,,,,,,,,,Grand Alter,,,,,,,,,,,,,,,,,,,,120.6,205.7,64.8,,,,,,,,,,Grand Alter,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Olympus,Underground Belt Mechanism,21,9834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,Underground Belt Mechanism,,,,,,,,,,,,,,48.6,,,,,,,,,,Underground Belt Mechanism,,,,,,,,,,,,,,,,,,,,,,46.6,,,,,,,,,,Underground Belt Mechanism,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Zone,Quest,AP,Sample,Bronze Material,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,Quest,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,Quest,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Quest,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Ancient Kyoto,"Jō Seven, Bō Four",21,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.4,,,,,,,,,,,,,,,,157.0,,,,,"Jō Seven, Bō Four",,,,,,,,,,,70.0,,,,,,,,,,,567.0,,"Jō Seven, Bō Four",,,,,,,,,,,,,,,,,,,133.9,,,,,,,,,,,389.1,,"Jō Seven, Bō Four",35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Ancient Kyoto,"Jō Seven, Bō Two",21,1726,,,,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,,,,,,,,,142.7,,,,,,,,,,,,"Jō Seven, Bō Two",,,,,,,,,,,82.9,,,255.3,,,,,,,,,,"Jō Seven, Bō Two",,,,,,,,,,,,,,,,,99.7,,105.8,,,348.2,,,,,,,,,,"Jō Seven, Bō Two",36.43,983.4,489.0,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.10,41.86,38.24,43.71,44.24,43.00,46.10,45.52,45.52,47.33,47.90,46.63,47.90,49.71,49.71,
Ancient Kyoto,"Jō Six, Main Street",21,3661,,,,,,,,,,,,,,,,,,,,,,,,,74.7,,,,,,,,84.5,,,,,,,,,,,,,,,,,,,,,"Jō Six, Main Street",,,,,,,,,85.1,,108.6,,,,,,,,,,,,,"Jō Six, Main Street",,,,,,,,,,,,,,,,,90.8,,102.3,,,,,,,,,,,,,"Jō Six, Main Street",36.43,983.4,489.0,38.81,41.19,37.14,40.05,43.71,42.43,44.81,46.10,41.86,38.24,43.71,44.24,43.00,46.10,45.52,45.52,47.33,47.90,46.63,47.90,49.71,49.71,
Ancient Kyoto,Aristocrat's Residence,21,4139,,,,,,,,,,,,,,,,,,,,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.5,,,,,Aristocrat's Residence,,,,,,,,,,,,,51.4,,,,,,,,,503.7,,Aristocrat's Residence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.5,,Aristocrat's Residence,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Ancient Kyoto,Suzakumon,21,20363,,,,,,,,,,,,,,,,,,,,,,,,,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,Suzakumon,,,,,,,,,59.1,,,,,,,,,,,,,,533.1,Suzakumon,,,,,,,,,,,,,,,,,59.4,,,,,,,,,,,,,,437.0,Suzakumon,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Ancient Kyoto,Heian Imperial Palace,21,5489,,,,,,,,,,,,,,,,,,,,,,,,,84.9,,,,,,,,,,,,,,,,,,,,,,,,184.4,,,,,Heian Imperial Palace,,,,,,,,,53.9,,,,,,,,,,,,,619.1,,Heian Imperial Palace,,,,,,,,,,,,,,,,,52.8,,,,,,,,,,,,,324.9,,Heian Imperial Palace,37.38,"1,041.3",501.4,39.76,42.14,38.10,41.10,44.86,43.48,45.86,47.24,42.95,39.24,44.86,45.33,44.00,47.24,46.71,46.71,48.57,49.10,47.73,49.10,50.95,50.95,
Ancient Kyoto,Suzaku Main Street,21,3673,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,81.9,,,,,,,,,,,,,,,,,,,,,Suzaku Main Street,,,,,,51.5,,,,,110.6,,,,,,,,,,,,,Suzaku Main Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suzaku Main Street,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Ancient Kyoto,Inari Shrine,21,1003,,,,,,,,,,,,,,,,,,,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.6,,,,Inari Shrine,89.3,,,,,,,,114.5,,,,,,,,,,752.3,,,,,Inari Shrine,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,,,,,Inari Shrine,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Ancient Kyoto,Imperial Palace MainSt,21,15637,,69.7,,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.5,Imperial Palace MainSt,,,,,,,138.5,,,,,,,,,,,,,,,,474.1,Imperial Palace MainSt,,,,,,,,,,,,,,,,,,,,,,,101.6,,,,,,,,343.5,Imperial Palace MainSt,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Ancient Kyoto,Raikou's Residence,21,3558,,,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.6,,,,,Raikou's Residence,,,,,,53.7,,,,,,,,,,,,,,,,491.0,,Raikou's Residence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.3,,Raikou's Residence,38.33,"1,100.8",513.8,40.71,43.10,39.10,42.14,46.00,44.52,46.90,48.38,44.05,40.24,46.00,46.43,45.00,48.38,47.90,47.90,49.81,50.29,48.82,50.29,52.19,52.19,
Ancient Kyoto,Gojō Bridge,21,3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2,,,,,,,,,,,,,,,,,,,,,Gojō Bridge,,,,,,,,,,,46.2,,,,,,,,,,,,,Gojō Bridge,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,Gojō Bridge,38.33,"1,100.8",513.8,40.71,43.10,39.10,42.14,46.00,44.52,46.90,48.38,44.05,40.24,46.00,46.43,45.00,48.38,47.90,47.90,49.81,50.29,48.82,50.29,52.19,52.19,
Ancient Kyoto,Mount Ōe,21,9931,,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.9,Mount Ōe,,,,,,,71.5,,,,,,,,,,,,,,,,509.6,Mount Ōe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.9,Mount Ōe,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Ancient Kyoto,"Jō Three, Bō Three",21,127573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9,,,,,,,,,,,,,,,,,,,,171.9,"Jō Three, Bō Three",,,,,,,,,,,69.1,,,,,,,,,,,,500.2,"Jō Three, Bō Three",,,,,,,,,,,,,,,,,,,89.7,,,,,,,,,,,,214.5,"Jō Three, Bō Three",38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Misty Coast,21,34450,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Misty Coast,,,,,,,,,,,,436.5,451.7,458.3,54.4,,,,,,,,,Misty Coast,,,,,,,,,,,,,,,,,,,,823.3,819.4,758.9,65.9,,,,,,,,,Misty Coast,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Avalon le Fae,Village of Cornwall,21,2621,,,,,,,,,,,,,,71.8,,,,,,,,,,,,,,,,,,,,75.8,,,,,,,,,,,,,,,,,,,,Village of Cornwall,,,,75.4,,,,,90.7,,,,,,,,,,,,,,,Village of Cornwall,,,,,,,,,,,,,,,,,105.3,,,,,,,,,,,,,,,Village of Cornwall,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Avalon le Fae,Salisbury,21,16484,,,,,,,,,,,,,,,,,,,,,,,72.4,,,,,,,,,,,,,,,,,,,,96.2,,,,,,,,,,,Salisbury,,,,,,,,,121.7,92.2,,,116.2,,,,,,,,,,,Salisbury,,,,,,,,,,,,,,,,,143.8,103.9,,,195.0,,,,,,,,,,,Salisbury,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Avalon le Fae,Gloucester,21,1349,,,,66.3,,,,,,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.9,,,,,,,,,,,,,,,,Gloucester,,,,,,,132.5,,,,,,,,,,,,,524.5,,,,Gloucester,,,,,,,,,,,,,,,,,,102.2,,,,,462.0,,,,,502.7,,,,Gloucester,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Avalon le Fae,River of Tears,21,5066,,,,,,,,,,47.0,,,,,,,,,,,,,,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,River of Tears,,,,,,,,,117.0,,,,,,60.9,,,,,,,,,River of Tears,,,,,,,,,,,,,,,,,140.9,,,,,,70.7,,,,,,,,,River of Tears,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Avalon le Fae,Norwich,21,31640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6,,,,,159.3,,,,,,,,,,,,,,,Norwich,,,,,,,,,52.6,,,,,,,,467.7,,,,,,,Norwich,,,,,,,,,,,,,,,,,60.9,,,,,,,,403.1,,,,,,,Norwich,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Avalon le Fae,Camelot,21,3822,,,,66.9,,,,,,,,,,,,,,,,,,,89.9,,,,,,,,,,,91.6,,,,,,,,,,,,,,,,,,,,Camelot,,,,,,,,,,,73.5,,118.0,,,,,,,,,,,Camelot,,,,,,,,,,,,,,,,,,,86.9,,202.5,,107.2,,,,,,,,,Camelot,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Avalon le Fae,Londinium,21,19538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,,,,,,,,,,,,,,,,,,,,Londinium,,,,,,,,,53.0,,,,119.2,,,,,,,,,,,Londinium,,,,,,,,,,,,,,,,,61.3,,,,208.6,,,,,,,,,,,Londinium,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Avalon le Fae,Manchester,21,1947,,,,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1,,,,,,,,,,,,,,,,,,,,Manchester,,,,,,,,,,,,,115.5,71.6,,,,,,,,,,Manchester,,,,,,,,,,,,,,,,,103.0,,,,225.0,81.6,,,,,,,,,,Manchester,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Avalon le Fae,Edinburgh,22,1226,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh,,,83.5,,,,,,,,,,,,91.4,,,,,,,,,Edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Avalon le Fae,New Darlington,22,2688,,,,,,,,,,48.4,,,,,,,,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Darlington,,,,,,,76.9,,,,,98.3,,,,,,,,,,,,New Darlington,,,,,,,,,,,,,,,,,,,,115.3,,,92.7,,,,,,,,,New Darlington,37.95,"1,138.5",508.2,40.23,42.50,38.68,41.73,45.55,44.00,46.27,47.82,43.64,39.82,45.55,45.91,44.36,47.82,47.41,47.41,49.32,49.68,48.17,49.68,51.59,51.59,
Avalon le Fae,Lake District,21,2004,,,,51.4,,,,,,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake District,,,,,,,,,,,,382.7,382.7,394.6,75.8,,,,,,,,,Lake District,,,,,,,,,,,,,,,,,,,115.1,877.4,638.1,802.2,92.1,,,,,,,,,Lake District,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Coast to the End,21,1976,45.0,,,,,,,,,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coast to the End,,,62.6,,,,,,,,,423.8,477.0,376.2,468.1,,,,,,,,,Coast to the End,,,,,,,,,,,,,,,,,,,,875.5,726.5,832.8,894.5,,,,,,,,,Coast to the End,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Orkney,21,7824,,,,,,,,,,48.0,,,,,,,,,,,,,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orkney,,,,,,,,,,61.6,,474.9,455.3,451.1,422.8,,,,,,,,,Orkney,,,,,,,,,,,,,,,,,,70.7,,811.4,780.2,879.4,856.3,,,,,,,,,Orkney,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Avalon le Fae,Oxford,22,335916,,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,,76.9,,,,,,,,,,,,,,,,,,,,Oxford,,,,,,,,,96.0,,,,,,77.0,,,,,,,,,Oxford,,,,,,,,,,,,,,,,,110.0,,,,,,87.8,,,,,,,,,Oxford,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Avalon le Fae,Dover House,22,3029,,,,,,,,,,,,,,,,,,,,,,,,73.9,,,,,,,,,,80.9,,,,,,,,,,,,,,,,,,,,Dover House,43.9,,,,,,,,,,,,115.3,,,,,,,,,,,Dover House,,,,,,,,,,,,,,,,,150.5,,,,209.9,,,,,,,,,,,Dover House,38.86,"1,198.9",520.0,41.14,43.41,39.64,42.73,46.64,45.00,47.27,48.91,44.68,40.77,46.64,46.95,45.32,48.91,48.55,48.55,50.50,50.82,49.22,50.82,52.77,52.77,
Zone,Quest,AP,Sample,Bronze Material,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,Quest,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,Quest,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Quest,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Traum,Valley District,21,120600,,,,,,,,,,,46.7,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valley District,,,,,,,,,,,,,,73.2,92.0,,,,,,,,,Valley District,,,,,,,,,,,,,,,,,,,,,,84.9,106.1,,,,,,,,,Valley District,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Traum,Dawn Prairie,21,1010,,,,,,,,,,,,62.0,,,,,,,,,,,,,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dawn Prairie,,,,,,,,,62.2,,,,121.9,,,,,,,,,,,Dawn Prairie,,,,,,,,,,,,,,,,,71.3,,,,141.0,,,,,,,,,,,Dawn Prairie,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Traum,Middle-Forest,21,1531,,,,,,,,,,,47.4,,,,,,,,,,,,,,,,,,,,,,,,,94.3,,,,,,,,,,,,,,,,,,Middle-Forest,,,,,,,,,,,124.6,,126.6,,117.8,,,,,,,,,Middle-Forest,,,,,,,,,,,,,,,,,,,134.4,,140.8,,224.4,,,,,,,,,Middle-Forest,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Traum,Twilight Forest,21,8590,,,,,,,,,,,,47.2,,,,,,,,,,,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twilight Forest,,,,,,,,,123.5,,,,,125.7,126.8,,,,,,,,,Twilight Forest,,,,,,,,,,,,,,,,,136.5,,,,,136.8,140.2,,,,,,,,,Twilight Forest,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Traum,Steep Mt. Range,21,1637,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.7,,,,,,,Steep Mt. Range,,,,,,,,,,,,,63.2,,,,,,204.9,,,,,Steep Mt. Range,,,,,,,,,,,,,,,,,,,,,67.1,,,,,,216.7,,,,,Steep Mt. Range,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Traum,Via Regia Dom Base,21,5378,,,,,,,,,,,47.1,,,,,,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Via Regia Dom Base,,,,,,,,,179.3,,,,,185.8,74.1,,,,,,,,,Via Regia Dom Base,,,,,,,,,,,,,,,,,221.9,,,,,229.3,83.0,,,,,,,,,Via Regia Dom Base,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Traum,Xanten Tower,21,16713,,,,,,,,,,,75.3,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xanten Tower,,,,,,,,,,91.4,,,73.3,,,,,,,,,,,Xanten Tower,,,,,,,,,,,,,,,,,,99.1,,,82.0,,,,,,,,,,,Xanten Tower,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Traum,Fort Azagouc,21,2154,,,,66.6,,,,,,,,,,,,,,,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.6,,,,,Fort Azagouc,,,,73.1,,,,,,,,,,,,,,,,,,461.6,,Fort Azagouc,,,,,,,,,,,,,,,,,,,,,114.6,,,,,,,,,393.0,,Fort Azagouc,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Traum,Lake Shore Prairie,21,1578,,,,,,,,,,,48.3,,,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Shore Prairie,,,,72.8,,,,,,188.3,,184.1,,,,,,,,,,,,Lake Shore Prairie,,,,,,,,,,,,,,,,,,218.0,,241.6,,,,,,,,,,,,Lake Shore Prairie,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Traum,Sirmium,21,5994,,,,,,,,,,,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sirmium,,,,,,,,,76.4,,,91.3,,,,,,,,,,,,Sirmium,,,,,,,,,,,,,,,,,79.7,,,113.1,,,,,,,,,,,,Sirmium,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Traum,Restor. Dom Base,21,2160,,,,50.7,,,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restor. Dom Base,,,,,,,,,,120.6,,95.5,,,,,,,,,,,,Restor. Dom Base,,,,,,,,,,,,,,,,,,145.5,,55.0,,,,,,,,,,,,Restor. Dom Base,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Traum,Gatefront Prairie,21,3153,,,,,,,,,,,,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.5,,,,,,,,Gatefront Prairie,,,,,,,,,,120.2,,,,121.9,372.0,,,,,,,444.4,,Gatefront Prairie,,,,,,,,,,,,,,,,,,134.1,,,,134.9,383.1,,,,,,,414.5,,Gatefront Prairie,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
